,0,1,2,3,4
1920-1929,0.0,0.0,0.0,0.0,1.0
1930-1939,0.0,0.75,0.0,0.25,0.0
1940-1949,,,,,
1950-1959,0.0,0.2,0.0,0.0,0.8
1960-1969,0.048,0.612,0.054,0.075,0.211
1970-1979,0.213,0.389,0.12,0.065,0.213
1980-1989,0.301,0.229,0.114,0.119,0.237
1990-1999,0.399,0.113,0.101,0.095,0.293
2000-2009,0.547,0.025,0.111,0.036,0.281
2010-2019,0.658,0.018,0.107,0.027,0.19
2020-2029,0.562,0.031,0.188,0.031,0.188
Total,0.273,0.237,0.08,0.07,0.341
