,0,1,2,3,4,5,6,7,8,9
1920-1929,0.471,0.001,0.0,0.005,0.0,0.057,0.0,0.263,0.001,0.2
1930-1939,0.444,0.0,0.0,0.011,0.0,0.056,0.0,0.27,0.001,0.217
1940-1949,0.487,0.0,0.0,0.003,0.001,0.06,0.0,0.253,0.0,0.195
1950-1959,0.384,0.0,0.001,0.007,0.0,0.085,0.0,0.277,0.001,0.244
1960-1969,0.368,0.0,0.0,0.006,0.001,0.121,0.0,0.276,0.0,0.228
1970-1979,0.376,0.001,0.0,0.004,0.001,0.123,0.0,0.289,0.001,0.205
1980-1989,0.381,0.0,0.0,0.003,0.001,0.141,0.0,0.272,0.004,0.198
1990-1999,0.295,0.0,0.002,0.012,0.002,0.144,0.0,0.324,0.0,0.221
2000-2009,0.327,0.0,0.0,0.007,0.0,0.112,0.0,0.253,0.0,0.301
2010-2019,0.331,0.0,0.0,0.0,0.0,0.118,0.0,0.339,0.008,0.205
2020-2029,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0
Total,0.416,0.0,0.0,0.006,0.001,0.087,0.0,0.272,0.001,0.216
