,0,1,2,3,4
1920-1929,0.0,0.0,0.0,0.556,0.444
1930-1939,0.0,0.1,0.1,0.6,0.2
1940-1949,0.0,0.0,0.0,1.0,0.0
1950-1959,0.0,0.222,0.0,0.556,0.222
1960-1969,0.023,0.337,0.177,0.208,0.255
1970-1979,0.021,0.316,0.283,0.152,0.229
1980-1989,0.062,0.262,0.313,0.166,0.196
1990-1999,0.248,0.186,0.205,0.202,0.16
2000-2009,0.525,0.078,0.061,0.216,0.12
2010-2019,0.674,0.046,0.05,0.14,0.091
2020-2029,0.672,0.045,0.045,0.119,0.119
