,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.05,0.0,0.005,0.001,0.0,0.004,0.006,0.0,0.0,0.121,0.441,0.189,0.0,0.0,0.181,0.0,0.0,0.0,0.0
1930-1939,0.0,0.052,0.001,0.007,0.0,0.0,0.004,0.004,0.0,0.0,0.149,0.419,0.173,0.0,0.0,0.189,0.0,0.001,0.001,0.0
1940-1949,0.0,0.04,0.0,0.007,0.0,0.0,0.005,0.004,0.001,0.0,0.138,0.464,0.161,0.0,0.0,0.179,0.0,0.001,0.0,0.0
1950-1959,0.0,0.041,0.0,0.012,0.0,0.0,0.005,0.003,0.0,0.001,0.18,0.392,0.196,0.0,0.001,0.169,0.0,0.001,0.0,0.0
1960-1969,0.0,0.044,0.0,0.015,0.0,0.0,0.008,0.003,0.001,0.0,0.221,0.32,0.19,0.0,0.0,0.198,0.0,0.001,0.0,0.0
1970-1979,0.0,0.041,0.0,0.018,0.0,0.0,0.01,0.002,0.001,0.0,0.192,0.343,0.183,0.0,0.0,0.206,0.0,0.002,0.001,0.0
1980-1989,0.0,0.043,0.001,0.02,0.0,0.0,0.014,0.001,0.0,0.0,0.199,0.334,0.191,0.001,0.001,0.196,0.0,0.0,0.0,0.0
1990-1999,0.0,0.035,0.001,0.026,0.001,0.0,0.005,0.004,0.002,0.0,0.239,0.291,0.204,0.001,0.004,0.184,0.0,0.0,0.004,0.0
2000-2009,0.0,0.033,0.002,0.031,0.0,0.002,0.015,0.003,0.002,0.002,0.231,0.307,0.195,0.0,0.0,0.177,0.0,0.0,0.002,0.0
2010-2019,0.0,0.031,0.0,0.008,0.0,0.0,0.004,0.004,0.008,0.0,0.256,0.366,0.169,0.0,0.0,0.15,0.0,0.004,0.0,0.0
2020-2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.333,0.333,0.0,0.0,0.167,0.0,0.0,0.0,0.0
Total,0.0,0.037,0.0,0.013,0.0,0.0,0.007,0.003,0.017,0.0,0.175,0.365,0.198,0.0,0.001,0.181,0.0,0.001,0.001,0.0
