,0,1,2,3,4
1920-1929,21,3183,1421,26,45
1930-1939,17,2870,2114,30,49
1940-1949,129,3095,2400,148,207
1950-1959,110,2632,2430,182,231
1960-1969,851,3088,2708,1381,1035
1970-1979,2214,1952,1514,3131,2366
1980-1989,2827,1037,1042,2919,2620
1990-1999,3736,530,659,2625,3012
2000-2009,5114,381,420,2528,2813
2010-2019,4118,164,351,2007,2034
2020-2029,60,4,4,32,27
Total,19197,18936,15063,15009,14439
