,0,1,2,3,4
1920-1929,,,,,
1930-1939,,,,,
1940-1949,,,,,
1950-1959,0.25,0.25,0.25,0.0,0.25
1960-1969,0.509,0.076,0.205,0.001,0.208
1970-1979,0.34,0.061,0.27,0.006,0.323
1980-1989,0.246,0.078,0.303,0.005,0.367
1990-1999,0.208,0.161,0.284,0.029,0.318
2000-2009,0.236,0.218,0.329,0.102,0.116
2010-2019,0.175,0.281,0.263,0.158,0.123
2020-2029,,,,,
Total,0.281,0.161,0.272,0.043,0.243
