,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,122,0,0,0,0,9,0,0,0,13,12,25,0,0,0,2,0,10,0,0,6,0,28,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0
1930-1939,34,0,0,0,0,7,0,0,0,10,6,13,0,0,0,2,0,3,0,0,2,0,8,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
1940-1949,137,0,0,0,0,29,0,0,0,18,38,11,0,0,0,4,0,17,0,0,8,0,28,0,0,0,0,0,0,6,0,6,0,0,0,0,1,2,0,0,2,0,0,1,4,5,2,2,0,0
1950-1959,237,0,0,0,0,66,0,0,0,64,60,47,0,0,0,12,0,53,0,2,41,0,45,0,0,0,0,0,0,22,0,21,0,0,0,0,14,3,0,0,17,0,0,8,10,7,6,5,0,2
1960-1969,164,0,0,0,0,54,0,0,0,67,59,32,0,0,0,38,0,45,0,1,51,0,31,0,0,0,0,0,0,29,0,20,0,0,0,0,12,6,0,0,19,0,3,6,7,7,1,8,0,1
1970-1979,72,0,0,0,1,24,0,0,0,33,34,14,0,0,0,23,0,19,0,1,32,0,17,0,0,0,0,0,0,23,0,12,0,0,0,0,5,9,0,0,11,0,0,0,7,2,1,7,0,0
1980-1989,37,0,0,0,0,5,0,0,0,19,24,4,0,0,0,22,0,24,0,1,10,0,9,0,0,0,0,0,0,7,0,4,0,0,0,0,3,4,0,0,6,0,1,6,1,0,1,6,0,0
1990-1999,11,0,0,0,1,9,0,0,0,6,14,2,0,0,0,19,0,12,0,2,12,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,1,0,0,4,0,1,0,0,0,0
2000-2009,8,0,0,0,0,6,0,0,0,5,6,3,0,0,0,12,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2010-2019,2,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,824,0,0,0,2,211,0,0,0,236,254,153,0,0,0,134,0,189,0,7,165,0,168,0,0,0,0,0,0,100,0,71,0,0,0,0,35,27,0,0,64,0,4,26,33,23,11,28,0,3
