,0,1,2,3,4,5,6,7,8,9
1920-1929,0.471,0.348,0.0,0.013,0.0,0.045,0.0,0.0,0.123,0.0
1930-1939,0.518,0.318,0.0,0.003,0.003,0.033,0.003,0.007,0.102,0.013
1940-1949,0.389,0.418,0.004,0.006,0.006,0.034,0.002,0.023,0.1,0.017
1950-1959,0.358,0.338,0.0,0.014,0.022,0.084,0.01,0.04,0.116,0.018
1960-1969,0.229,0.223,0.039,0.034,0.039,0.115,0.078,0.081,0.12,0.044
1970-1979,0.114,0.102,0.088,0.106,0.119,0.112,0.142,0.095,0.07,0.053
1980-1989,0.063,0.075,0.119,0.122,0.139,0.124,0.153,0.106,0.031,0.068
1990-1999,0.044,0.029,0.195,0.145,0.145,0.093,0.121,0.132,0.027,0.068
2000-2009,0.025,0.019,0.28,0.181,0.139,0.086,0.081,0.093,0.023,0.075
2010-2019,0.015,0.029,0.312,0.139,0.178,0.062,0.081,0.092,0.006,0.086
2020-2029,0.0,0.0,0.3,0.0,0.4,0.0,0.1,0.0,0.0,0.2
