,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.023,0.062,0.008,0.008,0.164,0.117,0.0,0.016,0.008,0.0,0.008,0.219,0.016,0.008,0.023,0.016,0.07,0.227,0.008
1930-1939,0.0,0.06,0.009,0.12,0.0,0.239,0.111,0.0,0.0,0.0,0.068,0.009,0.034,0.171,0.009,0.0,0.034,0.06,0.051,0.026
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,0.003,0.022,0.074,0.083,0.034,0.268,0.028,0.0,0.006,0.006,0.012,0.046,0.172,0.046,0.015,0.037,0.022,0.04,0.077,0.009
1960-1969,0.031,0.096,0.051,0.067,0.073,0.152,0.044,0.006,0.014,0.007,0.01,0.041,0.145,0.084,0.021,0.028,0.013,0.054,0.036,0.027
1970-1979,0.016,0.044,0.032,0.082,0.093,0.152,0.062,0.007,0.015,0.007,0.017,0.066,0.105,0.083,0.017,0.039,0.014,0.057,0.061,0.031
1980-1989,0.015,0.019,0.04,0.083,0.097,0.136,0.068,0.009,0.023,0.009,0.03,0.058,0.078,0.1,0.02,0.038,0.015,0.054,0.07,0.038
1990-1999,0.017,0.014,0.041,0.075,0.073,0.146,0.043,0.02,0.035,0.013,0.029,0.052,0.069,0.148,0.037,0.026,0.019,0.055,0.054,0.035
2000-2009,0.012,0.013,0.036,0.058,0.061,0.13,0.023,0.029,0.034,0.014,0.029,0.036,0.062,0.187,0.071,0.03,0.035,0.051,0.047,0.04
2010-2019,0.012,0.009,0.032,0.044,0.068,0.111,0.023,0.056,0.017,0.032,0.024,0.024,0.054,0.18,0.088,0.029,0.064,0.059,0.042,0.033
2020-2029,0.02,0.006,0.025,0.062,0.091,0.091,0.027,0.083,0.017,0.004,0.009,0.016,0.073,0.178,0.089,0.019,0.026,0.044,0.066,0.051
Total,0.016,0.029,0.038,0.07,0.08,0.137,0.046,0.021,0.023,0.014,0.024,0.048,0.083,0.128,0.041,0.032,0.026,0.055,0.054,0.034
