,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.008,0.016,0.023,0.227,0.0,0.008,0.117,0.07,0.164,0.0,0.008,0.008,0.008,0.0,0.023,0.219,0.062,0.016,0.008,0.016
1930-1939,0.026,0.0,0.0,0.051,0.068,0.009,0.111,0.06,0.239,0.0,0.12,0.009,0.0,0.0,0.06,0.034,0.009,0.034,0.0,0.171
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,0.009,0.006,0.037,0.077,0.012,0.046,0.028,0.04,0.268,0.0,0.083,0.015,0.006,0.003,0.022,0.172,0.074,0.022,0.034,0.046
1960-1969,0.027,0.014,0.028,0.036,0.01,0.041,0.044,0.054,0.152,0.006,0.067,0.021,0.007,0.031,0.096,0.145,0.051,0.013,0.073,0.084
1970-1979,0.031,0.015,0.039,0.061,0.017,0.066,0.062,0.057,0.152,0.007,0.082,0.017,0.007,0.016,0.044,0.105,0.032,0.014,0.093,0.083
1980-1989,0.038,0.023,0.038,0.07,0.03,0.058,0.068,0.054,0.136,0.009,0.083,0.02,0.009,0.015,0.019,0.078,0.04,0.015,0.097,0.1
1990-1999,0.035,0.035,0.026,0.054,0.029,0.052,0.043,0.055,0.146,0.02,0.075,0.037,0.013,0.017,0.014,0.069,0.041,0.019,0.073,0.148
2000-2009,0.04,0.034,0.03,0.047,0.029,0.036,0.023,0.051,0.13,0.029,0.058,0.071,0.014,0.012,0.013,0.062,0.036,0.035,0.061,0.187
2010-2019,0.033,0.017,0.029,0.042,0.024,0.024,0.023,0.059,0.111,0.056,0.044,0.088,0.032,0.012,0.009,0.054,0.032,0.064,0.068,0.18
2020-2029,0.051,0.017,0.019,0.066,0.009,0.016,0.027,0.044,0.091,0.083,0.062,0.089,0.004,0.02,0.006,0.073,0.025,0.026,0.091,0.178
Total,0.03,0.018,0.027,0.073,0.023,0.036,0.055,0.055,0.159,0.021,0.068,0.037,0.01,0.013,0.031,0.101,0.04,0.026,0.06,0.119
