,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,1,0,2,2,0,2,0,0,0,0,1,2,1,2,4,1,3,0,1,1
1930-1939,4,0,0,0,0,0,0,0,0,0,2,1,0,0,6,2,0,1,2,2
1940-1949,19,0,11,8,11,7,7,0,0,0,14,8,6,4,22,4,4,10,20,8
1950-1959,26,0,11,7,3,2,7,0,0,0,8,9,7,8,21,12,4,3,10,12
1960-1969,37,0,47,61,36,36,46,0,0,0,43,49,45,39,79,37,17,11,35,22
1970-1979,24,0,142,102,120,142,106,1,0,0,119,95,81,99,87,65,57,25,50,27
1980-1989,10,1,156,141,130,141,101,0,0,0,147,131,81,87,77,87,54,9,46,19
1990-1999,4,0,218,161,157,158,149,2,0,0,122,121,95,89,63,69,61,23,44,20
2000-2009,2,0,216,122,156,112,114,0,0,1,108,110,82,86,56,62,50,14,26,14
2010-2019,0,0,210,127,118,78,112,0,1,0,73,104,64,59,53,66,48,13,21,15
2020-2029,0,0,3,4,4,2,1,1,0,0,3,1,2,1,1,2,1,0,1,0
Total,127,1,1016,735,735,680,643,4,1,1,640,631,464,474,469,407,299,109,256,140
