,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1930-1939,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
1940-1949,8,0,2,1,0,2,1,0,0,0,3,1,0,2,5,4,1,3,4,2
1950-1959,10,0,6,6,1,1,1,0,0,0,1,2,3,3,13,8,1,1,6,5
1960-1969,22,0,29,39,22,29,32,0,0,0,40,21,13,23,31,21,14,7,17,23
1970-1979,9,0,95,109,68,103,91,1,0,0,82,68,51,69,70,57,52,9,42,21
1980-1989,7,0,152,124,102,111,101,0,0,0,117,89,81,77,78,58,46,15,34,16
1990-1999,1,0,107,83,69,85,78,0,0,0,73,74,58,61,57,40,31,7,23,6
2000-2009,0,0,123,82,78,72,70,0,0,0,55,68,46,44,30,35,25,15,14,7
2010-2019,1,0,95,48,57,52,38,0,0,0,36,46,28,24,20,38,17,8,7,3
2020-2029,0,0,3,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
Total,60,0,612,492,401,455,412,1,0,0,411,369,281,303,306,262,187,66,147,85
