,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.167,0.0,0.056,0.111,0.056,0.056,0.056,0.0,0.0,0.0,0.056,0.0,0.167,0.056,0.111,0.0,0.0,0.0,0.056,0.056
1930-1939,0.205,0.0,0.026,0.154,0.026,0.0,0.051,0.0,0.0,0.0,0.026,0.0,0.051,0.0,0.231,0.128,0.0,0.051,0.0,0.051
1940-1949,0.153,0.006,0.085,0.056,0.034,0.045,0.023,0.006,0.0,0.0,0.045,0.04,0.04,0.045,0.169,0.051,0.04,0.034,0.09,0.04
1950-1959,0.188,0.0,0.045,0.068,0.074,0.006,0.062,0.0,0.0,0.0,0.057,0.017,0.034,0.051,0.17,0.023,0.034,0.04,0.091,0.04
1960-1969,0.039,0.0,0.074,0.102,0.076,0.092,0.064,0.0,0.0,0.0,0.095,0.065,0.053,0.061,0.088,0.051,0.033,0.027,0.05,0.031
1970-1979,0.011,0.001,0.097,0.114,0.085,0.084,0.09,0.001,0.0,0.0,0.081,0.078,0.069,0.064,0.064,0.056,0.039,0.015,0.03,0.021
1980-1989,0.008,0.0,0.113,0.078,0.101,0.094,0.095,0.0,0.0,0.001,0.084,0.08,0.063,0.069,0.06,0.053,0.048,0.016,0.024,0.013
1990-1999,0.003,0.0,0.117,0.098,0.098,0.097,0.081,0.0,0.0,0.001,0.085,0.083,0.067,0.065,0.045,0.055,0.053,0.011,0.027,0.014
2000-2009,0.001,0.0,0.166,0.09,0.101,0.084,0.094,0.0,0.0,0.0,0.068,0.092,0.064,0.055,0.046,0.054,0.044,0.009,0.022,0.008
2010-2019,0.001,0.0,0.18,0.103,0.101,0.08,0.098,0.001,0.0,0.0,0.078,0.067,0.058,0.062,0.036,0.052,0.041,0.009,0.018,0.014
2020-2029,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
Total,0.07,0.001,0.087,0.107,0.068,0.058,0.083,0.001,0.0,0.0,0.061,0.084,0.061,0.048,0.093,0.066,0.03,0.019,0.037,0.026
