,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.0,0.0,0.0,0.111,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.222,0.111,0.0,0.222,0.0,0.0
1930-1939,0.143,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.143,0.143,0.0,0.0,0.286,0.0
1940-1949,0.196,0.0,0.088,0.049,0.02,0.078,0.049,0.0,0.0,0.0,0.039,0.039,0.049,0.049,0.157,0.069,0.01,0.02,0.078,0.01
1950-1959,0.14,0.0,0.033,0.079,0.037,0.014,0.042,0.0,0.0,0.0,0.056,0.042,0.009,0.033,0.223,0.042,0.033,0.033,0.088,0.098
1960-1969,0.044,0.0,0.067,0.079,0.079,0.079,0.086,0.0,0.0,0.0,0.064,0.066,0.048,0.055,0.101,0.069,0.045,0.034,0.044,0.041
1970-1979,0.02,0.0,0.093,0.116,0.081,0.1,0.075,0.0,0.0,0.0,0.083,0.063,0.069,0.059,0.064,0.062,0.039,0.021,0.034,0.018
1980-1989,0.004,0.0,0.113,0.097,0.089,0.105,0.077,0.0,0.0,0.0,0.118,0.081,0.065,0.067,0.062,0.051,0.025,0.009,0.022,0.014
1990-1999,0.0,0.0,0.132,0.109,0.081,0.097,0.097,0.0,0.0,0.001,0.083,0.089,0.066,0.054,0.053,0.044,0.034,0.013,0.034,0.013
2000-2009,0.002,0.0,0.194,0.078,0.1,0.078,0.074,0.001,0.0,0.0,0.08,0.095,0.07,0.056,0.045,0.038,0.049,0.015,0.015,0.01
2010-2019,0.002,0.0,0.183,0.087,0.1,0.107,0.078,0.0,0.0,0.0,0.096,0.076,0.065,0.05,0.037,0.028,0.039,0.007,0.022,0.024
2020-2029,0.0,0.0,0.5,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.02,0.0,0.124,0.094,0.085,0.091,0.078,0.0,0.0,0.0,0.087,0.077,0.062,0.057,0.069,0.05,0.037,0.017,0.031,0.021
