,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.087,0.0,0.13,0.0,0.087,0.174,0.043,0.043,0.087,0.0,0.0,0.043,0.0,0.043,0.043,0.0,0.087,0.043,0.087,0.0
1930-1939,0.05,0.05,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
1940-1949,0.049,0.061,0.025,0.043,0.049,0.135,0.049,0.025,0.043,0.067,0.0,0.117,0.0,0.086,0.037,0.0,0.067,0.123,0.025,0.0
1950-1959,0.06,0.02,0.027,0.047,0.047,0.14,0.08,0.08,0.013,0.02,0.0,0.173,0.0,0.053,0.047,0.0,0.073,0.067,0.053,0.0
1960-1969,0.077,0.017,0.027,0.072,0.095,0.123,0.034,0.058,0.056,0.056,0.0,0.058,0.0,0.067,0.07,0.0,0.073,0.055,0.061,0.0
1970-1979,0.071,0.019,0.042,0.079,0.076,0.065,0.02,0.048,0.106,0.089,0.0,0.018,0.0,0.089,0.06,0.001,0.106,0.037,0.074,0.0
1980-1989,0.092,0.006,0.038,0.071,0.099,0.054,0.013,0.061,0.099,0.092,0.0,0.007,0.0,0.104,0.057,0.0,0.11,0.032,0.061,0.001
1990-1999,0.078,0.015,0.039,0.096,0.103,0.04,0.013,0.044,0.102,0.101,0.0,0.003,0.0,0.078,0.061,0.001,0.14,0.028,0.057,0.0
2000-2009,0.083,0.011,0.038,0.086,0.092,0.042,0.011,0.047,0.084,0.117,0.001,0.002,0.0,0.081,0.062,0.0,0.162,0.02,0.065,0.0
2010-2019,0.09,0.011,0.041,0.096,0.109,0.046,0.013,0.057,0.067,0.102,0.0,0.0,0.001,0.063,0.055,0.0,0.181,0.018,0.051,0.0
2020-2029,0.037,0.0,0.037,0.037,0.148,0.037,0.0,0.074,0.074,0.148,0.0,0.0,0.0,0.111,0.074,0.037,0.111,0.037,0.037,0.0
Total,0.07,0.019,0.04,0.057,0.082,0.105,0.034,0.058,0.067,0.072,0.0,0.056,0.0,0.08,0.052,0.004,0.101,0.051,0.052,0.0
