,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,1,0,2,0,0
1930-1939,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0
1940-1949,20,0,9,5,2,8,5,0,0,0,4,4,5,5,16,7,1,2,8,1
1950-1959,30,0,7,17,8,3,9,0,0,0,12,9,2,7,48,9,7,7,19,21
1960-1969,30,0,46,54,54,54,59,0,0,0,44,45,33,38,69,47,31,23,30,28
1970-1979,23,0,109,135,95,117,88,0,0,0,97,74,81,69,75,72,46,25,40,21
1980-1989,5,0,134,115,105,124,91,0,0,0,140,96,77,79,73,60,30,11,26,16
1990-1999,0,0,113,93,69,83,83,0,0,1,71,76,56,46,45,38,29,11,29,11
2000-2009,2,0,203,82,105,81,77,1,0,0,84,99,73,58,47,40,51,16,16,10
2010-2019,1,0,84,40,46,49,36,0,0,0,44,35,30,23,17,13,18,3,10,11
2020-2029,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Total,112,0,708,541,486,521,449,1,0,1,496,441,358,325,393,288,213,100,180,119
