,0,1,2,3,4,5,6,7,8,9
1920-1929,0.208,0.009,0.057,0.142,0.075,0.066,0.104,0.17,0.019,0.151
1930-1939,0.404,0.0,0.033,0.093,0.04,0.02,0.066,0.152,0.02,0.172
1940-1949,0.303,0.005,0.073,0.099,0.096,0.034,0.074,0.178,0.034,0.103
1950-1959,0.249,0.003,0.06,0.079,0.074,0.041,0.12,0.247,0.043,0.084
1960-1969,0.089,0.0,0.096,0.112,0.13,0.121,0.175,0.177,0.018,0.083
1970-1979,0.023,0.0,0.118,0.134,0.162,0.122,0.207,0.147,0.008,0.08
1980-1989,0.009,0.0,0.153,0.157,0.164,0.117,0.169,0.147,0.003,0.081
1990-1999,0.003,0.0,0.206,0.18,0.157,0.106,0.134,0.133,0.002,0.079
2000-2009,0.002,0.0,0.282,0.199,0.158,0.083,0.087,0.113,0.001,0.076
2010-2019,0.0,0.0,0.34,0.181,0.153,0.065,0.078,0.101,0.001,0.081
2020-2029,0.0,0.0,0.441,0.136,0.195,0.042,0.068,0.042,0.0,0.076
Total,0.117,0.002,0.169,0.137,0.128,0.074,0.116,0.146,0.013,0.097
