,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.222,0.667
1930-1939,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.5
1940-1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1950-1959,0.222,0.0,0.111,0.111,0.222,0.0,0.0,0.0,0.111,0.222
1960-1969,0.006,0.011,0.13,0.211,0.119,0.082,0.052,0.112,0.179,0.098
1970-1979,0.01,0.008,0.188,0.189,0.12,0.112,0.069,0.153,0.109,0.04
1980-1989,0.043,0.019,0.208,0.143,0.079,0.13,0.072,0.149,0.11,0.049
1990-1999,0.121,0.118,0.099,0.106,0.091,0.095,0.117,0.078,0.1,0.077
2000-2009,0.26,0.279,0.01,0.024,0.127,0.089,0.103,0.006,0.017,0.084
2010-2019,0.35,0.318,0.004,0.01,0.087,0.072,0.096,0.004,0.012,0.048
2020-2029,0.269,0.388,0.015,0.015,0.164,0.06,0.045,0.0,0.015,0.03
Total,0.116,0.104,0.07,0.074,0.092,0.087,0.05,0.046,0.198,0.165
