,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1930-1939,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960-1969,2,9,8,1,0,1,0,1,0,0,0,4,1,1,2,1,0,4,0,2
1970-1979,2,8,2,1,0,1,0,1,0,2,0,6,0,0,3,2,0,4,0,0
1980-1989,10,21,7,2,2,4,0,8,0,0,0,0,0,0,8,7,0,8,2,1
1990-1999,50,32,10,2,7,12,0,20,0,11,4,5,16,7,25,12,0,15,9,3
2000-2009,103,7,4,0,0,28,0,29,0,4,8,1,17,13,17,9,0,6,8,0
2010-2019,87,8,2,0,0,29,0,72,0,6,6,1,12,35,14,16,0,2,12,0
2020-2029,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,258,86,33,6,9,77,0,131,0,23,18,18,46,56,70,47,0,39,31,6
