,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,5,15,0,0,0,0,1,8,0,1,0,2,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,1,6,0,9,7,3,5,0,1,2,4,0,26,3,1,0,0,0,5,0
1960-1969,244,374,158,227,205,491,193,18,23,42,47,146,540,344,58,115,67,241,87,76
1970-1979,104,344,226,651,730,1225,590,81,118,71,124,558,857,647,141,297,116,399,663,240
1980-1989,223,253,485,894,1378,1557,765,136,221,51,337,612,872,1158,234,428,241,679,805,340
1990-1999,108,117,289,540,454,949,251,139,108,161,181,332,589,992,192,203,129,392,315,233
2000-2009,65,74,169,192,300,582,132,119,187,70,92,172,286,1003,361,163,119,177,212,172
2010-2019,68,50,169,229,429,716,109,169,117,223,128,142,333,863,548,167,411,319,269,153
2020-2029,3,1,0,12,37,12,0,1,0,0,1,1,2,15,2,6,1,3,12,31
Total,816,1219,1496,2754,3540,5540,2060,663,775,620,914,1964,3513,5025,1538,1379,1086,2210,2368,1245
