,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.0,0.0,0.0,0.0,0.156,0.469,0.0,0.0,0.0,0.0,0.031,0.25,0.0,0.031,0.0,0.062,0.0,0.0,0.0
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,0.014,0.082,0.0,0.123,0.096,0.041,0.068,0.0,0.014,0.027,0.055,0.0,0.356,0.041,0.014,0.0,0.0,0.0,0.068,0.0
1960-1969,0.066,0.101,0.043,0.061,0.055,0.133,0.052,0.005,0.006,0.011,0.013,0.04,0.146,0.093,0.016,0.031,0.018,0.065,0.024,0.021
1970-1979,0.013,0.042,0.028,0.08,0.089,0.15,0.072,0.01,0.014,0.009,0.015,0.068,0.105,0.079,0.017,0.036,0.014,0.049,0.081,0.029
1980-1989,0.019,0.022,0.042,0.077,0.118,0.133,0.066,0.012,0.019,0.004,0.029,0.052,0.075,0.099,0.02,0.037,0.021,0.058,0.069,0.029
1990-1999,0.016,0.018,0.043,0.081,0.068,0.142,0.038,0.021,0.016,0.024,0.027,0.05,0.088,0.149,0.029,0.03,0.019,0.059,0.047,0.035
2000-2009,0.014,0.016,0.036,0.041,0.065,0.125,0.028,0.026,0.04,0.015,0.02,0.037,0.062,0.216,0.078,0.035,0.026,0.038,0.046,0.037
2010-2019,0.012,0.009,0.03,0.041,0.076,0.128,0.019,0.03,0.021,0.04,0.023,0.025,0.059,0.154,0.098,0.03,0.073,0.057,0.048,0.027
2020-2029,0.021,0.007,0.0,0.086,0.264,0.086,0.0,0.007,0.0,0.0,0.007,0.007,0.014,0.107,0.014,0.043,0.007,0.021,0.086,0.221
Total,0.02,0.03,0.037,0.068,0.087,0.136,0.051,0.016,0.019,0.015,0.022,0.048,0.086,0.123,0.038,0.034,0.027,0.054,0.058,0.031
