,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.0,0.065,0.032,0.0,0.065,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.29,0.419,0.0
1930-1939,0.0,0.078,0.016,0.047,0.0,0.375,0.016,0.0,0.0,0.0,0.094,0.016,0.0,0.172,0.0,0.0,0.062,0.016,0.094,0.016
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,0.0,0.0,0.123,0.104,0.019,0.292,0.009,0.0,0.009,0.0,0.0,0.094,0.151,0.057,0.0,0.0,0.0,0.104,0.038,0.0
1960-1969,0.022,0.075,0.057,0.068,0.082,0.159,0.04,0.008,0.014,0.01,0.008,0.044,0.151,0.093,0.022,0.028,0.013,0.046,0.037,0.026
1970-1979,0.016,0.054,0.036,0.083,0.088,0.144,0.064,0.007,0.02,0.008,0.013,0.062,0.099,0.091,0.016,0.036,0.021,0.052,0.058,0.031
1980-1989,0.013,0.021,0.052,0.078,0.097,0.144,0.057,0.01,0.017,0.017,0.03,0.056,0.08,0.095,0.017,0.036,0.02,0.056,0.064,0.038
1990-1999,0.013,0.015,0.046,0.077,0.069,0.149,0.036,0.023,0.033,0.012,0.027,0.051,0.071,0.147,0.033,0.027,0.033,0.052,0.056,0.028
2000-2009,0.014,0.013,0.033,0.05,0.059,0.137,0.025,0.028,0.031,0.013,0.028,0.036,0.057,0.208,0.06,0.027,0.049,0.045,0.048,0.039
2010-2019,0.014,0.012,0.037,0.043,0.065,0.117,0.027,0.027,0.018,0.02,0.029,0.024,0.053,0.184,0.059,0.035,0.088,0.055,0.047,0.047
2020-2029,0.017,0.0,0.07,0.017,0.009,0.122,0.004,0.0,0.022,0.009,0.0,0.0,0.048,0.297,0.179,0.048,0.048,0.026,0.039,0.044
Total,0.015,0.03,0.044,0.068,0.077,0.142,0.043,0.017,0.023,0.013,0.023,0.047,0.083,0.134,0.033,0.032,0.036,0.052,0.054,0.035
