,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,5,3,1,35,3,0,0,0,0,5,14,6,4,12,7,2,12,3
1960-1969,234,643,286,449,423,905,272,30,82,35,84,232,785,540,145,151,74,368,194,191
1970-1979,190,649,361,924,994,1745,663,66,283,38,164,686,1426,874,175,507,188,663,526,369
1980-1989,171,309,477,961,1285,1527,808,120,206,77,342,538,1089,1020,181,370,163,684,878,450
1990-1999,132,103,367,556,736,1074,401,103,276,102,224,381,509,1086,290,232,160,604,399,216
2000-2009,104,122,247,409,463,850,180,285,151,68,188,338,511,1516,555,324,367,393,322,208
2010-2019,76,27,87,177,216,389,89,304,55,164,82,157,220,725,273,75,259,260,156,138
2020-2029,2,0,10,3,33,34,2,28,1,1,2,1,32,14,18,5,6,5,12,6
Total,909,1853,1840,3482,4151,6559,2418,936,1054,485,1086,2338,4586,5781,1641,1676,1224,2979,2499,1581
