,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.065,0.0,0.419,0.0,0.0,0.0,0.29,0.065,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.065
1930-1939,0.016,0.0,0.0,0.094,0.094,0.016,0.016,0.016,0.375,0.0,0.047,0.0,0.0,0.0,0.078,0.0,0.016,0.062,0.0,0.172
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,0.0,0.009,0.0,0.038,0.0,0.094,0.009,0.104,0.292,0.0,0.104,0.0,0.0,0.0,0.0,0.151,0.123,0.0,0.019,0.057
1960-1969,0.026,0.014,0.028,0.037,0.008,0.044,0.04,0.046,0.159,0.008,0.068,0.022,0.01,0.022,0.075,0.151,0.057,0.013,0.082,0.093
1970-1979,0.031,0.02,0.036,0.058,0.013,0.062,0.064,0.052,0.144,0.007,0.083,0.016,0.008,0.016,0.054,0.099,0.036,0.021,0.088,0.091
1980-1989,0.038,0.017,0.036,0.064,0.03,0.056,0.057,0.056,0.144,0.01,0.078,0.017,0.017,0.013,0.021,0.08,0.052,0.02,0.097,0.095
1990-1999,0.028,0.033,0.027,0.056,0.027,0.051,0.036,0.052,0.149,0.023,0.077,0.033,0.012,0.013,0.015,0.071,0.046,0.033,0.069,0.147
2000-2009,0.039,0.031,0.027,0.048,0.028,0.036,0.025,0.045,0.137,0.028,0.05,0.06,0.013,0.014,0.013,0.057,0.033,0.049,0.059,0.208
2010-2019,0.047,0.018,0.035,0.047,0.029,0.024,0.027,0.055,0.117,0.027,0.043,0.059,0.02,0.014,0.012,0.053,0.037,0.088,0.065,0.184
2020-2029,0.044,0.022,0.048,0.039,0.0,0.0,0.004,0.026,0.122,0.0,0.017,0.179,0.009,0.017,0.0,0.048,0.07,0.048,0.009,0.297
Total,0.027,0.023,0.024,0.09,0.023,0.038,0.028,0.074,0.17,0.01,0.06,0.039,0.009,0.011,0.027,0.071,0.054,0.033,0.049,0.141
