,0,1,2,3,4
1920-1929,1924,15,26,1005,20
1930-1939,2003,12,29,1772,27
1940-1949,1862,70,95,1640,142
1950-1959,1671,77,154,1715,192
1960-1969,1990,546,864,1723,740
1970-1979,1253,1371,1911,943,1466
1980-1989,564,1334,1488,543,1335
1990-1999,291,1604,1357,291,1296
2000-2009,175,1876,1453,198,1257
2010-2019,91,1591,1191,149,1003
2020-2029,3,24,20,0,17
Total,11827,8520,8588,9979,7495
