,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,469,0,14,0,0,0,64,0,0,0,0,5,0,0,0,0,0,3
1930-1939,0,0,960,0,24,0,0,0,206,0,0,0,0,7,0,0,0,0,0,7
1940-1949,0,0,825,0,33,0,0,0,338,0,0,0,0,20,0,0,0,0,0,3
1950-1959,0,0,499,0,60,0,0,0,496,0,0,0,0,42,0,0,0,0,0,9
1960-1969,0,0,352,0,45,0,0,0,552,0,0,0,0,81,0,0,0,0,0,9
1970-1979,0,0,146,0,15,0,0,0,386,0,0,0,0,31,0,0,0,0,0,4
1980-1989,0,0,50,0,8,0,0,0,265,0,0,0,0,12,0,0,0,1,0,0
1990-1999,0,0,45,0,3,0,0,0,95,0,0,0,0,8,0,0,0,0,0,1
2000-2009,0,0,22,0,5,0,0,0,67,0,0,0,0,4,0,0,0,0,0,0
2010-2019,0,0,35,0,2,0,0,0,67,0,0,0,0,6,0,0,0,0,0,0
2020-2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,3403,0,209,0,0,0,2536,0,0,0,0,216,0,0,0,1,0,36
