,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.222,0.0,0.0,0.222,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.111
1930-1939,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940-1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1950-1959,0.0,0.111,0.111,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.222,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111
1960-1969,0.104,0.047,0.051,0.048,0.09,0.02,0.004,0.142,0.053,0.042,0.041,0.064,0.018,0.008,0.076,0.039,0.007,0.054,0.072,0.021
1970-1979,0.159,0.035,0.09,0.058,0.104,0.011,0.005,0.105,0.045,0.015,0.054,0.033,0.014,0.011,0.069,0.037,0.007,0.045,0.094,0.009
1980-1989,0.162,0.045,0.091,0.064,0.085,0.019,0.014,0.079,0.048,0.022,0.035,0.032,0.013,0.033,0.039,0.043,0.013,0.052,0.099,0.012
1990-1999,0.067,0.047,0.045,0.05,0.042,0.036,0.083,0.06,0.034,0.049,0.036,0.036,0.046,0.087,0.043,0.031,0.084,0.058,0.044,0.022
2000-2009,0.008,0.025,0.003,0.048,0.008,0.058,0.179,0.015,0.011,0.035,0.031,0.035,0.084,0.159,0.038,0.016,0.192,0.012,0.006,0.037
2010-2019,0.002,0.027,0.003,0.033,0.001,0.047,0.232,0.007,0.007,0.04,0.023,0.015,0.074,0.14,0.023,0.005,0.279,0.011,0.005,0.024
2020-2029,0.0,0.015,0.0,0.045,0.0,0.015,0.284,0.015,0.0,0.015,0.045,0.0,0.06,0.119,0.03,0.0,0.313,0.015,0.0,0.03
Total,0.046,0.032,0.036,0.041,0.03,0.067,0.093,0.048,0.056,0.02,0.044,0.096,0.028,0.152,0.029,0.016,0.081,0.022,0.029,0.034
