,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,1
1930-1939,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,2,2,0,0
1940-1949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,2,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,1
1960-1969,7,4,106,8,145,73,92,49,52,78,18,55,48,42,65,43,20,54,40,21
1970-1979,13,10,307,22,202,182,201,113,174,134,27,87,67,105,63,29,22,87,71,17
1980-1989,36,38,438,88,214,268,230,172,245,105,35,141,121,94,85,59,52,129,116,32
1990-1999,175,174,140,182,125,93,88,104,94,90,97,121,98,76,76,102,75,71,65,45
2000-2009,343,321,15,284,27,11,14,86,5,68,151,21,45,56,63,62,103,20,28,66
2010-2019,669,558,6,336,18,13,3,79,8,55,178,27,66,55,35,97,112,17,13,57
2020-2029,21,19,0,8,1,0,0,3,0,2,4,1,1,3,0,1,1,0,0,2
Total,1264,1126,1012,930,733,640,628,607,579,532,510,453,447,433,395,393,390,382,333,242
