,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1960-1969,1,48,80,54,56,0,51,0,46,31,30,112,1,0,0,0,11,1,0,0
1970-1979,2,122,140,163,128,2,120,0,136,67,87,87,2,3,3,0,60,8,2,0
1980-1989,4,138,112,163,126,6,164,0,116,64,104,34,2,26,5,0,38,9,6,1
1990-1999,4,71,35,46,47,4,35,0,48,40,25,15,3,19,1,0,31,10,5,3
2000-2009,9,12,1,0,8,7,0,0,7,17,1,0,1,14,3,0,18,5,2,0
2010-2019,2,0,1,0,2,2,0,0,0,1,0,0,2,5,0,0,7,0,0,0
2020-2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,22,391,370,426,367,21,371,1,354,220,247,248,11,67,12,0,165,33,15,4
