,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960-1969,0,7,13,6,5,0,10,0,5,5,5,10,0,0,0,0,0,3,1,0
1970-1979,1,24,31,31,29,2,25,0,27,16,12,17,0,0,1,0,1,2,2,0
1980-1989,3,51,36,59,34,0,45,0,44,20,29,23,1,6,2,0,17,5,1,0
1990-1999,7,38,17,34,31,1,21,0,34,23,15,8,2,19,4,0,26,7,1,0
2000-2009,4,3,0,1,3,3,1,1,4,8,0,1,5,10,1,0,19,3,2,0
2010-2019,0,3,0,0,1,2,0,0,0,5,0,0,0,0,0,0,3,1,0,2
2020-2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,15,126,97,131,103,8,102,1,114,77,61,59,8,35,8,0,66,21,7,2
