,0,1,2,3,4
1920-1929,1905,0,19,448,1
1930-1939,1963,1,12,567,0
1940-1949,1695,0,14,418,2
1950-1959,1486,0,33,608,1
1960-1969,1700,0,68,676,0
1970-1979,1041,1,46,354,2
1980-1989,497,0,29,203,0
1990-1999,262,0,17,136,2
2000-2009,166,0,6,97,0
2010-2019,87,0,5,35,0
2020-2029,3,0,0,0,0
Total,10805,2,249,3542,8
