,0,1,2,3,4
1920-1929,0.011,0.636,0.044,0.029,0.28
1930-1939,0.015,0.527,0.035,0.029,0.394
1940-1949,0.038,0.491,0.052,0.048,0.371
1950-1959,0.041,0.445,0.075,0.07,0.369
1960-1969,0.14,0.31,0.132,0.181,0.237
1970-1979,0.262,0.165,0.212,0.257,0.104
1980-1989,0.333,0.096,0.251,0.244,0.075
1990-1999,0.406,0.045,0.284,0.221,0.044
2000-2009,0.466,0.029,0.266,0.213,0.026
2010-2019,0.496,0.017,0.25,0.201,0.036
2020-2029,0.528,0.024,0.252,0.165,0.031
