,0,1,2,3,4
1920-1929,0,1,0,2,1
1930-1939,0,3,0,2,1
1940-1949,6,18,2,8,5
1950-1959,13,26,2,13,14
1960-1969,71,44,15,149,104
1970-1979,259,45,4,411,278
1980-1989,380,15,3,439,371
1990-1999,328,5,2,246,272
2000-2009,381,3,0,189,191
2010-2019,238,1,1,133,145
2020-2029,6,0,0,3,1
Total,1682,161,29,1595,1383
