,0,1,2,3,4
1920-1929,4,0,0,3,2
1930-1939,1,4,0,1,1
1940-1949,21,31,3,24,23
1950-1959,16,75,15,35,74
1960-1969,153,87,8,249,188
1970-1979,317,43,11,485,311
1980-1989,401,11,0,438,332
1990-1999,321,4,0,258,271
2000-2009,491,0,0,268,286
2010-2019,234,0,0,105,121
2020-2029,5,0,0,1,0
Total,1964,255,37,1867,1609
