,0,1,2,3,4
1920-1929,0.278,0.222,0.0,0.222,0.278
1930-1939,0.103,0.462,0.0,0.205,0.231
1940-1949,0.186,0.39,0.045,0.175,0.203
1950-1959,0.131,0.335,0.034,0.256,0.244
1960-1969,0.26,0.109,0.022,0.356,0.253
1970-1979,0.294,0.031,0.006,0.392,0.276
1980-1989,0.335,0.016,0.001,0.345,0.303
1990-1999,0.388,0.004,0.001,0.273,0.334
2000-2009,0.494,0.002,0.001,0.249,0.254
2010-2019,0.527,0.001,0.0,0.253,0.219
2020-2029,0.6,0.0,0.0,0.4,0.0
Total,0.388,0.035,0.005,0.301,0.272
