,0,1,2,3,4
1920-1929,5,4,0,4,5
1930-1939,4,18,0,8,9
1940-1949,33,69,8,31,36
1950-1959,23,59,6,45,43
1960-1969,204,86,17,280,199
1970-1979,503,53,11,669,472
1980-1989,414,20,1,426,375
1990-1999,652,7,1,460,562
2000-2009,952,4,2,480,489
2010-2019,820,2,0,393,341
2020-2029,3,0,0,2,0
Total,3613,322,46,2798,2531
