,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,45,43,0,0,1,0,0,24,20,15,0,0,1,0,0,2,0,4,0,0
1930-1939,101,73,0,0,1,0,3,41,36,30,1,1,0,0,1,0,1,13,0,3
1940-1949,125,174,2,1,0,3,1,52,34,37,3,1,0,2,5,5,1,18,4,3
1950-1959,114,144,6,6,1,1,1,48,59,62,1,2,3,3,13,12,1,9,7,7
1960-1969,166,191,29,39,22,29,40,105,72,71,40,22,13,23,31,21,14,29,17,28
1970-1979,113,123,95,109,68,103,94,60,59,57,82,68,51,69,70,58,52,19,42,23
1980-1989,66,93,152,124,102,111,106,37,38,45,118,89,81,77,78,59,46,19,34,19
1990-1999,27,22,107,84,69,86,80,11,17,18,73,74,58,61,57,40,31,13,23,6
2000-2009,15,13,123,82,78,72,72,10,11,12,55,68,46,44,30,35,25,18,14,7
2010-2019,8,16,95,48,57,52,38,0,1,3,36,46,28,24,20,38,17,8,7,3
2020-2029,0,0,3,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
Total,780,892,612,493,401,457,435,388,347,350,412,371,281,303,307,270,188,150,148,99
