,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.046,0.0,0.007,0.002,0.003,0.007,0.006,0.001,0.001,0.118,0.364,0.161,0.001,0.003,0.134,0.001,0.001,0.001,0.143
1930-1939,0.0,0.035,0.001,0.006,0.004,0.006,0.005,0.008,0.0,0.001,0.099,0.261,0.121,0.001,0.001,0.13,0.001,0.001,0.001,0.321
1940-1949,0.005,0.027,0.005,0.005,0.007,0.02,0.011,0.009,0.005,0.004,0.092,0.243,0.088,0.005,0.005,0.102,0.01,0.011,0.005,0.341
1950-1959,0.004,0.033,0.005,0.023,0.011,0.027,0.01,0.005,0.001,0.012,0.121,0.211,0.122,0.01,0.006,0.092,0.007,0.015,0.008,0.276
1960-1969,0.027,0.03,0.013,0.034,0.041,0.036,0.019,0.022,0.037,0.031,0.131,0.15,0.078,0.039,0.022,0.064,0.03,0.02,0.025,0.151
1970-1979,0.058,0.02,0.029,0.073,0.084,0.048,0.02,0.042,0.063,0.062,0.038,0.066,0.029,0.059,0.05,0.036,0.071,0.022,0.047,0.08
1980-1989,0.063,0.019,0.038,0.076,0.061,0.047,0.013,0.041,0.074,0.08,0.031,0.051,0.034,0.066,0.05,0.017,0.089,0.019,0.054,0.076
1990-1999,0.075,0.012,0.048,0.073,0.088,0.04,0.013,0.049,0.087,0.088,0.019,0.028,0.016,0.077,0.06,0.015,0.105,0.025,0.059,0.024
2000-2009,0.085,0.011,0.041,0.089,0.083,0.043,0.009,0.05,0.078,0.094,0.012,0.024,0.013,0.063,0.059,0.01,0.153,0.021,0.051,0.012
2010-2019,0.064,0.01,0.039,0.094,0.099,0.034,0.014,0.05,0.078,0.097,0.008,0.014,0.005,0.075,0.056,0.004,0.172,0.017,0.059,0.011
2020-2029,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.071,0.022,0.02,0.062,0.062,0.028,0.011,0.044,0.038,0.043,0.061,0.128,0.061,0.036,0.028,0.055,0.058,0.014,0.028,0.13
