,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.351,0.2,0.002,0.002,0.0,0.002,0.002,0.148,0.139,0.085,0.001,0.002,0.002,0.002,0.004,0.006,0.003,0.044,0.001,0.002
1930-1939,0.288,0.296,0.0,0.0,0.0,0.001,0.002,0.145,0.112,0.1,0.002,0.001,0.0,0.0,0.005,0.006,0.001,0.035,0.002,0.005
1940-1949,0.297,0.256,0.011,0.008,0.011,0.007,0.012,0.09,0.094,0.088,0.014,0.008,0.006,0.004,0.022,0.006,0.004,0.035,0.02,0.009
1950-1959,0.237,0.306,0.01,0.006,0.003,0.002,0.012,0.086,0.109,0.108,0.007,0.008,0.007,0.007,0.019,0.014,0.004,0.03,0.009,0.017
1960-1969,0.167,0.185,0.029,0.038,0.022,0.023,0.036,0.083,0.082,0.08,0.027,0.03,0.028,0.025,0.049,0.024,0.011,0.021,0.022,0.019
1970-1979,0.096,0.067,0.075,0.054,0.063,0.075,0.059,0.043,0.043,0.045,0.062,0.05,0.043,0.052,0.046,0.035,0.03,0.02,0.027,0.016
1980-1989,0.055,0.085,0.086,0.078,0.072,0.078,0.058,0.023,0.025,0.028,0.082,0.072,0.045,0.048,0.042,0.048,0.03,0.007,0.025,0.013
1990-1999,0.022,0.024,0.126,0.093,0.091,0.091,0.088,0.012,0.017,0.024,0.07,0.07,0.055,0.052,0.036,0.04,0.035,0.016,0.026,0.012
2000-2009,0.02,0.023,0.15,0.085,0.108,0.078,0.081,0.011,0.008,0.012,0.075,0.076,0.057,0.06,0.039,0.043,0.035,0.012,0.018,0.01
2010-2019,0.01,0.026,0.169,0.103,0.095,0.064,0.09,0.007,0.007,0.009,0.059,0.084,0.052,0.048,0.043,0.053,0.039,0.011,0.018,0.013
2020-2029,0.0,0.0,0.111,0.148,0.148,0.074,0.037,0.037,0.0,0.0,0.111,0.037,0.074,0.037,0.037,0.074,0.037,0.0,0.037,0.0
Total,0.14,0.133,0.07,0.056,0.056,0.045,0.043,0.062,0.058,0.052,0.046,0.04,0.034,0.03,0.031,0.032,0.021,0.021,0.019,0.011
