,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.29,0.277,0.0,0.0,0.006,0.0,0.0,0.155,0.129,0.097,0.0,0.0,0.006,0.0,0.0,0.013,0.0,0.026,0.0,0.0
1930-1939,0.331,0.239,0.0,0.0,0.003,0.0,0.01,0.134,0.118,0.098,0.003,0.003,0.0,0.0,0.003,0.0,0.003,0.043,0.0,0.01
1940-1949,0.265,0.369,0.004,0.002,0.0,0.006,0.002,0.11,0.072,0.079,0.006,0.002,0.0,0.004,0.011,0.011,0.002,0.038,0.008,0.006
1950-1959,0.228,0.288,0.012,0.012,0.002,0.002,0.002,0.096,0.118,0.124,0.002,0.004,0.006,0.006,0.026,0.024,0.002,0.018,0.014,0.014
1960-1969,0.166,0.191,0.029,0.039,0.022,0.029,0.04,0.105,0.072,0.071,0.04,0.022,0.013,0.023,0.031,0.021,0.014,0.029,0.017,0.028
1970-1979,0.08,0.087,0.067,0.077,0.048,0.073,0.066,0.042,0.042,0.04,0.058,0.048,0.036,0.049,0.049,0.041,0.037,0.013,0.03,0.016
1980-1989,0.044,0.062,0.102,0.083,0.068,0.074,0.071,0.025,0.025,0.03,0.079,0.06,0.054,0.052,0.052,0.039,0.031,0.013,0.023,0.013
1990-1999,0.028,0.023,0.112,0.088,0.072,0.09,0.084,0.011,0.018,0.019,0.076,0.077,0.061,0.064,0.06,0.042,0.032,0.014,0.024,0.006
2000-2009,0.018,0.016,0.148,0.099,0.094,0.087,0.087,0.012,0.013,0.014,0.066,0.082,0.055,0.053,0.036,0.042,0.03,0.022,0.017,0.008
2010-2019,0.015,0.029,0.174,0.088,0.105,0.095,0.07,0.0,0.002,0.006,0.066,0.084,0.051,0.044,0.037,0.07,0.031,0.015,0.013,0.006
2020-2029,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
Total,0.133,0.144,0.086,0.044,0.056,0.041,0.039,0.063,0.055,0.053,0.063,0.035,0.026,0.027,0.046,0.028,0.017,0.021,0.013,0.01
