,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0
1960-1969,0.0,0.004,0.155,0.228,0.132,0.121,0.048,0.132,0.148,0.033
1970-1979,0.0,0.003,0.206,0.201,0.131,0.11,0.059,0.167,0.11,0.013
1980-1989,0.001,0.001,0.217,0.148,0.088,0.175,0.075,0.176,0.1,0.018
1990-1999,0.0,0.011,0.136,0.192,0.109,0.181,0.084,0.133,0.09,0.063
2000-2009,0.0,0.029,0.067,0.105,0.181,0.21,0.171,0.038,0.086,0.114
2010-2019,0.0,0.0,0.0,0.227,0.136,0.227,0.182,0.045,0.091,0.091
2020-2029,,,,,,,,,,
Total,0.0,0.004,0.187,0.184,0.116,0.147,0.07,0.155,0.109,0.028
