,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.25
1960-1969,0.048,0.004,0.0,0.148,0.132,0.155,0.033,0.132,0.121,0.228
1970-1979,0.059,0.003,0.0,0.11,0.131,0.206,0.013,0.167,0.11,0.201
1980-1989,0.075,0.001,0.001,0.1,0.088,0.217,0.018,0.176,0.175,0.148
1990-1999,0.084,0.011,0.0,0.09,0.109,0.136,0.063,0.133,0.181,0.192
2000-2009,0.171,0.029,0.0,0.086,0.181,0.067,0.114,0.038,0.21,0.105
2010-2019,0.182,0.0,0.0,0.091,0.136,0.0,0.091,0.045,0.227,0.227
2020-2029,,,,,,,,,,
Total,0.088,0.007,0.0,0.089,0.182,0.147,0.047,0.099,0.146,0.193
