lemmas,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
info,458,4875,0,3539,0,4,2693,2691,2377,96,2,0,1846,1818,1793,773,1681,94,1626,1503,253,1604,0,1512,1506,1443,1393,1350,1334,304,1233,592,1216,1163,1105,1097,847,690,979,862,139,593,353,242,53,0,0,69,174,8
prop,0,0,3994,1,3227,1530,0,0,0,33,0,451,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,62,0,2,0,0,27,114,0,0,1
uppl,7211,0,0,0,16,1539,0,0,0,2019,1907,1424,0,0,0,889,0,1535,0,116,1359,0,1564,0,0,0,0,0,0,968,0,635,0,0,0,0,229,335,0,0,406,0,67,140,302,221,112,156,2,14
