,0,1,2,3,4
1920-1929,,,,,
1930-1939,,,,,
1940-1949,,,,,
1950-1959,0.0,0.667,0.0,0.333,0.0
1960-1969,0.0,0.338,0.137,0.279,0.245
1970-1979,0.005,0.323,0.159,0.195,0.318
1980-1989,0.0,0.299,0.169,0.186,0.345
1990-1999,0.0,0.236,0.242,0.197,0.326
2000-2009,0.093,0.209,0.419,0.14,0.14
2010-2019,0.0,0.429,0.429,0.0,0.143
2020-2029,,,,,
Total,0.014,0.357,0.222,0.19,0.217
