,0,1,2,3,4
1920-1929,0,0,0,0,4
1930-1939,0,3,0,1,0
1940-1949,0,0,0,0,0
1950-1959,0,2,1,1,5
1960-1969,8,349,113,133,66
1970-1979,34,424,321,368,93
1980-1989,77,338,367,427,145
1990-1999,246,160,175,192,246
2000-2009,414,42,111,40,227
2010-2019,665,21,115,28,194
2020-2029,18,1,6,1,6
Total,1462,1340,1209,1191,986
