,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,1703,28506,2607,15146,1625,1206,820,5205,2220,2942,16525,17327,2290,1192,468,3964,4772,4844,503,1446
1930-1939,2270,28807,3687,19065,2094,1522,1192,7096,2942,3816,25944,21259,4629,1839,793,4805,6942,6875,712,1922
1940-1949,3564,26208,4752,20087,2513,1899,1471,8735,4650,3498,19550,17098,7003,2491,650,4839,6642,7782,903,2735
1950-1959,3746,16841,6037,22761,5119,1637,1521,10495,6278,4762,10476,16816,9899,2942,816,5502,7984,10189,840,2602
1960-1969,6917,16814,11728,28716,12953,3373,3891,16214,19024,5500,8739,18232,11586,7328,2886,8895,15375,17862,2292,8086
1970-1979,7106,11471,20395,26367,13468,6879,7297,20655,27740,6469,5151,13298,10700,13020,4103,11827,24400,21684,4007,12848
1980-1989,6764,6185,18204,16346,10555,6990,8103,15113,15662,4524,2799,5249,8576,10572,3125,10893,23336,14370,4501,11374
1990-1999,6239,3384,15368,14322,6634,6864,10881,15242,7334,3200,1882,3548,4338,12183,5148,9902,33229,11685,5140,9824
2000-2009,6142,2928,10460,10767,5363,11169,18709,12380,5203,2254,1606,2848,3569,8230,4827,11598,44759,10362,7964,11130
2010-2019,5300,2352,9347,7188,2249,11955,19213,9589,3472,1568,1423,1941,2475,4732,2869,9943,35310,7694,6941,10280
2020-2029,88,26,186,53,21,296,175,119,42,21,11,28,20,90,20,77,597,104,244,230
Total,49839,143522,102771,180818,62594,53790,73273,120843,94567,38554,94106,117644,65085,64619,25705,82245,203346,113451,34047,72477
