,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,12,217,19,210,133,8,12,17,31,10,382,243,11,19,22,26,37,94,4,30
1930-1939,33,231,40,269,32,21,15,28,33,39,371,304,19,11,15,7,82,39,10,36
1940-1949,92,1172,219,697,83,88,33,256,112,47,594,294,117,91,39,102,222,333,22,106
1950-1959,304,1357,387,1876,629,141,169,936,715,327,993,960,500,404,112,326,759,938,114,329
1960-1969,744,2077,1987,3767,2486,510,736,2101,2893,789,1067,1797,967,1152,514,1074,1731,2515,396,1003
1970-1979,1427,1947,4534,5342,3780,1496,2170,3949,6346,1497,1155,1926,1596,3575,2039,2386,5124,4671,1355,2727
1980-1989,3303,2430,7855,7627,4742,3776,3931,7391,7132,1868,1411,2064,2785,4870,2333,3234,12624,6673,3478,5450
1990-1999,5720,2337,10650,10338,5425,7745,9562,10491,6487,2321,1451,2461,2792,8771,4361,6423,25519,8560,3753,7878
2000-2009,4263,2275,8091,7555,3931,10079,15529,10375,4104,1679,1069,1983,2208,6170,4617,6715,35913,7573,8094,7324
2010-2019,3415,1311,5173,4535,1701,7052,13093,6609,2354,1191,824,1292,1553,2866,2712,4907,24407,4636,5365,6484
2020-2029,98,13,64,41,3,114,203,81,14,9,7,1,17,33,10,38,198,15,37,70
Total,19411,15367,39019,42257,22945,31030,45453,42234,30221,9777,9324,13325,12565,27962,16774,25238,106616,36047,22628,31437
