,0,1,2,3,4
1920-1929,565,0,7,116,0
1930-1939,650,0,4,174,0
1940-1949,478,0,3,111,1
1950-1959,442,0,7,180,1
1960-1969,482,0,21,169,0
1970-1979,315,1,13,103,1
1980-1989,164,0,8,69,0
1990-1999,78,0,4,52,1
2000-2009,49,0,5,22,0
2010-2019,31,0,4,9,0
2020-2029,0,0,0,0,0
Total,3254,1,76,1005,4
