,0,1,2,3,4
1920-1929,86,0,3,18,0
1930-1939,185,0,1,35,0
1940-1949,202,0,2,51,1
1950-1959,190,0,5,88,0
1960-1969,304,0,11,109,0
1970-1979,221,0,9,66,0
1980-1989,113,0,14,65,0
1990-1999,59,0,6,17,0
2000-2009,36,0,2,15,0
2010-2019,9,0,1,1,0
2020-2029,0,0,0,0,0
Total,1405,0,54,465,1
