,0,1,2,3,4
1920-1929,721,0,5,186,1
1930-1939,751,1,6,238,0
1940-1949,653,0,7,161,0
1950-1959,405,0,16,199,0
1960-1969,535,0,35,281,0
1970-1979,284,0,20,117,1
1980-1989,139,0,9,65,0
1990-1999,98,0,5,43,0
2000-2009,91,0,4,39,0
2010-2019,34,1,2,12,0
2020-2029,0,0,0,0,0
Total,3711,2,109,1341,2
