,0,1,2,3,4
1920-1929,202,0,0,36,0
1930-1939,64,0,1,28,0
1940-1949,254,0,2,65,0
1950-1959,539,0,6,197,0
1960-1969,461,0,12,187,1
1970-1979,244,0,10,93,0
1980-1989,139,0,8,47,0
1990-1999,59,1,5,39,0
2000-2009,29,0,1,23,0
2010-2019,9,0,0,3,0
2020-2029,3,0,0,0,0
Total,2003,1,45,718,1
