,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1960-1969,1,0,1,0,0,0,0,1,0,0,0,0,7,0,7,0,2,1,0,0,1,0,1,1,0,3,1,1,1,0,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0
1970-1979,2,0,2,0,0,0,1,0,1,0,0,1,4,1,3,0,0,0,1,0,0,1,1,0,0,1,3,0,0,1,2,3,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0
1980-1989,2,3,8,0,0,0,2,0,0,4,0,2,3,1,8,2,0,0,2,0,0,2,1,0,0,2,7,2,2,2,0,5,0,0,4,1,1,0,4,0,1,0,0,0,1,0,0,0,0,0
1990-1999,13,9,7,0,0,2,5,1,1,3,0,6,4,0,5,0,1,1,1,0,0,3,4,0,0,6,4,4,1,4,3,4,0,7,5,2,2,3,0,2,0,0,0,5,0,1,2,0,0,0
2000-2009,29,25,13,0,0,0,16,2,0,10,2,7,4,0,5,1,0,1,4,3,2,9,0,5,1,3,4,0,2,5,0,0,0,6,1,0,6,4,3,4,3,0,0,0,0,0,3,0,1,0
2010-2019,25,15,7,1,1,1,5,0,0,2,0,3,5,0,1,1,1,0,1,0,0,4,1,1,0,1,2,1,0,5,1,1,2,3,0,1,2,2,2,2,1,0,0,3,0,1,0,0,1,0
2020-2029,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Total,73,53,38,1,1,3,29,4,2,19,2,21,27,2,29,4,4,3,10,3,3,19,8,7,1,16,21,8,6,17,7,13,2,17,17,5,11,10,9,8,7,0,0,10,1,3,7,1,4,0
