,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,3,8,44,10,59,16,0,2,9,8,9,43,15,3,4,3,12,47,2
1930-1939,0,17,6,54,14,67,18,0,5,0,9,3,16,46,9,19,6,14,25,10
1940-1949,0,0,3,0,5,3,2,0,0,1,0,0,4,1,0,0,3,3,0,5
1950-1959,1,7,24,27,11,87,9,0,2,2,4,15,56,15,5,12,7,13,25,3
1960-1969,934,3792,1914,2649,2574,5806,1576,215,612,267,379,1571,5462,3262,753,1004,553,1871,1390,980
1970-1979,1144,3215,2280,5995,6402,10450,4592,515,1172,472,1194,4424,7245,5854,1172,2615,1117,4126,4319,2113
1980-1989,1486,2069,3899,7891,9907,13634,7484,861,2259,848,2793,5329,7787,9449,1824,3452,1613,5524,6485,3146
1990-1999,1192,1219,2982,5886,5866,10975,3707,1524,2423,1175,2127,3885,5463,10896,2650,2159,1867,4426,3828,2301
2000-2009,783,901,2301,3685,4282,8257,1604,1909,1910,1216,1732,2322,4047,12949,3964,2172,2696,3422,3331,2369
2010-2019,1316,731,2988,3985,5786,9697,2058,4241,1305,2594,2215,2126,4706,16346,6922,2536,6296,5064,4261,2714
2020-2029,46,18,62,126,149,279,63,187,32,13,60,40,185,445,159,75,117,120,120,91
Total,6902,11972,16467,30342,35006,59314,21129,9452,9722,6597,10521,19724,35014,59278,17461,14048,14278,24595,23831,13734
