,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0
1960-1969,0.0,0.004,0.158,0.238,0.135,0.104,0.051,0.13,0.138,0.043
1970-1979,0.0,0.002,0.206,0.197,0.129,0.122,0.067,0.162,0.103,0.012
1980-1989,0.001,0.002,0.247,0.156,0.081,0.157,0.07,0.174,0.097,0.015
1990-1999,0.001,0.008,0.183,0.176,0.094,0.16,0.094,0.137,0.1,0.048
2000-2009,0.0,0.028,0.069,0.171,0.181,0.199,0.139,0.028,0.079,0.106
2010-2019,0.0,0.0,0.053,0.228,0.158,0.175,0.158,0.035,0.053,0.14
2020-2029,,,,,,,,,,
Total,0.0,0.004,0.205,0.184,0.109,0.142,0.074,0.152,0.104,0.027
