,0,1,2,3,4,5,6,7,8,9
1920-1929,0,0,0,0,3,0,0,0,6,0
1930-1939,0,0,0,0,6,0,0,0,4,0
1940-1949,0,0,0,0,0,0,0,0,1,0
1950-1959,1,0,1,1,3,0,1,1,1,0
1960-1969,8,9,138,242,218,84,127,27,87,80
1970-1979,23,16,385,334,308,288,339,38,69,133
1980-1989,101,66,586,362,316,402,431,89,129,216
1990-1999,295,234,214,207,194,189,174,229,168,187
2000-2009,491,496,25,45,59,81,17,265,213,97
2010-2019,818,791,8,19,51,89,18,314,180,114
2020-2029,24,25,0,1,2,4,0,6,3,2
Total,1761,1637,1357,1211,1160,1137,1107,969,861,829
