,0,1,2,3,4,5,6,7,8,9
1920-1929,0.017,0.002,0.224,0.579,0.035,0.135,0.003,0.002,0.001,0.003
1930-1939,0.015,0.002,0.39,0.414,0.033,0.135,0.003,0.005,0.0,0.003
1940-1949,0.021,0.009,0.395,0.393,0.03,0.104,0.021,0.01,0.006,0.01
1950-1959,0.015,0.006,0.346,0.334,0.07,0.14,0.036,0.009,0.016,0.027
1960-1969,0.038,0.055,0.203,0.225,0.135,0.118,0.065,0.047,0.042,0.074
1970-1979,0.053,0.116,0.096,0.092,0.135,0.062,0.109,0.091,0.086,0.16
1980-1989,0.069,0.125,0.09,0.066,0.129,0.036,0.103,0.12,0.127,0.136
1990-1999,0.078,0.13,0.03,0.035,0.098,0.033,0.121,0.175,0.178,0.123
2000-2009,0.08,0.149,0.017,0.031,0.084,0.014,0.106,0.188,0.254,0.077
2010-2019,0.079,0.144,0.014,0.017,0.067,0.009,0.084,0.177,0.339,0.071
2020-2029,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
Total,0.06,0.085,0.164,0.199,0.074,0.071,0.059,0.075,0.15,0.062
