,0,1,2,3,4,5,6,7,8,9
1920-1929,73,54,0,2,0,7,0,0,19,0
1930-1939,158,97,0,1,1,10,1,2,31,4
1940-1949,183,197,2,3,3,16,1,11,47,8
1950-1959,179,169,0,7,11,42,5,20,58,9
1960-1969,229,223,39,34,39,115,78,81,120,44
1970-1979,161,144,124,150,169,158,201,134,99,75
1980-1989,94,112,178,182,207,186,229,158,46,102
1990-1999,42,28,187,139,139,89,116,126,26,65
2000-2009,21,16,232,150,115,71,67,77,19,62
2010-2019,8,16,170,76,97,34,44,50,3,47
2020-2029,0,0,3,0,4,0,1,0,0,2
Total,1148,1056,935,744,785,728,743,659,468,418
