,0,1,2,3,4,5,6,7,8,9
1920-1929,0.015,0.004,0.14,0.667,0.042,0.11,0.008,0.011,0.0,0.004
1930-1939,0.028,0.0,0.41,0.417,0.014,0.111,0.007,0.014,0.0,0.0
1940-1949,0.018,0.022,0.334,0.413,0.037,0.096,0.034,0.022,0.012,0.013
1950-1959,0.025,0.009,0.308,0.392,0.051,0.132,0.045,0.01,0.009,0.019
1960-1969,0.039,0.051,0.19,0.25,0.118,0.113,0.075,0.039,0.042,0.084
1970-1979,0.062,0.111,0.096,0.11,0.136,0.059,0.095,0.096,0.083,0.152
1980-1989,0.067,0.141,0.037,0.066,0.124,0.038,0.127,0.12,0.137,0.142
1990-1999,0.068,0.121,0.031,0.036,0.142,0.037,0.111,0.169,0.184,0.102
2000-2009,0.084,0.134,0.024,0.017,0.09,0.012,0.103,0.17,0.276,0.09
2010-2019,0.084,0.154,0.031,0.01,0.078,0.008,0.084,0.156,0.302,0.091
2020-2029,0.0,0.0,0.0,0.0,0.111,0.222,0.0,0.0,0.444,0.222
Total,0.045,0.068,0.146,0.216,0.086,0.085,0.063,0.073,0.135,0.084
