,0,1,2,3,4,5,6,7,8,9
1920-1929,0.667,0.14,0.0,0.011,0.004,0.042,0.004,0.008,0.11,0.015
1930-1939,0.417,0.41,0.0,0.014,0.0,0.014,0.0,0.007,0.111,0.028
1940-1949,0.413,0.334,0.012,0.022,0.022,0.037,0.013,0.034,0.096,0.018
1950-1959,0.392,0.308,0.009,0.01,0.009,0.051,0.019,0.045,0.132,0.025
1960-1969,0.25,0.19,0.042,0.039,0.051,0.118,0.084,0.075,0.113,0.039
1970-1979,0.11,0.096,0.083,0.096,0.111,0.136,0.152,0.095,0.059,0.062
1980-1989,0.066,0.037,0.137,0.12,0.141,0.124,0.142,0.127,0.038,0.067
1990-1999,0.036,0.031,0.184,0.169,0.121,0.142,0.102,0.111,0.037,0.068
2000-2009,0.017,0.024,0.276,0.17,0.134,0.09,0.09,0.103,0.012,0.084
2010-2019,0.01,0.031,0.302,0.156,0.154,0.078,0.091,0.084,0.008,0.084
2020-2029,0.0,0.0,0.444,0.0,0.0,0.111,0.222,0.0,0.222,0.0
Total,0.18,0.134,0.111,0.09,0.087,0.101,0.091,0.084,0.069,0.054
