,0,1,2,3,4,5,6,7,8,9
1920-1929,176,37,0,3,1,11,1,2,29,4
1930-1939,60,59,0,2,0,2,0,1,16,4
1940-1949,246,199,7,13,13,22,8,20,57,11
1950-1959,500,393,12,13,12,65,24,58,168,32
1960-1969,397,302,67,62,81,187,133,119,180,62
1970-1979,181,159,136,159,183,224,250,157,97,102
1980-1989,94,53,194,170,199,175,201,179,54,95
1990-1999,35,30,180,165,118,139,100,109,36,67
2000-2009,19,27,309,190,150,101,101,115,13,94
2010-2019,5,15,147,76,75,38,44,41,4,41
2020-2029,0,0,4,0,0,1,2,0,2,0
Total,1713,1274,1056,853,832,965,864,801,656,512
