,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0
1960-1969,0.0,0.002,0.167,0.268,0.188,0.1,0.148,0.008,0.036,0.084
1970-1979,0.001,0.002,0.198,0.162,0.162,0.171,0.201,0.015,0.015,0.073
1980-1989,0.001,0.0,0.252,0.14,0.128,0.174,0.178,0.015,0.017,0.095
1990-1999,0.005,0.007,0.188,0.156,0.118,0.133,0.154,0.054,0.05,0.136
2000-2009,0.0,0.029,0.114,0.162,0.095,0.057,0.048,0.248,0.086,0.162
2010-2019,0.0,0.136,0.0,0.318,0.045,0.045,0.0,0.227,0.091,0.136
2020-2029,,,,,,,,,,
Total,0.001,0.025,0.167,0.208,0.141,0.097,0.14,0.081,0.042,0.098
