,0,1,2,3,4
1920-1929,0.0,0.75,0.0,0.25,0.0
1930-1939,0.0,0.5,0.25,0.25,0.0
1940-1949,,,,,
1950-1959,0.111,0.556,0.0,0.222,0.111
1960-1969,0.007,0.62,0.163,0.055,0.154
1970-1979,0.026,0.383,0.286,0.063,0.242
1980-1989,0.055,0.274,0.327,0.099,0.244
1990-1999,0.243,0.165,0.195,0.229,0.168
2000-2009,0.484,0.046,0.034,0.351,0.085
2010-2019,0.624,0.013,0.023,0.249,0.091
2020-2029,0.594,0.062,0.0,0.25,0.094
Total,0.23,0.241,0.187,0.168,0.173
