,0,1,2,3,4
1920-1929,0,0,0,0,0
1930-1939,0,0,0,0,0
1940-1949,8,19,17,0,8
1950-1959,18,6,9,0,11
1960-1969,44,100,124,2,77
1970-1979,68,339,439,8,314
1980-1989,52,682,692,3,607
1990-1999,46,1206,1108,6,977
2000-2009,15,1423,1074,5,1068
2010-2019,7,973,782,0,700
2020-2029,0,11,9,0,6
Total,258,4759,4254,24,3768
