,0,1,2,3,4
1920-1929,0.145,0.403,0.048,0.29,0.113
1930-1939,0.146,0.177,0.01,0.542,0.125
1940-1949,0.154,0.191,0.007,0.482,0.167
1950-1959,0.191,0.219,0.0,0.464,0.125
1960-1969,0.313,0.244,0.004,0.195,0.245
1970-1979,0.344,0.28,0.002,0.07,0.305
1980-1989,0.337,0.317,0.002,0.032,0.313
1990-1999,0.31,0.327,0.002,0.011,0.35
2000-2009,0.312,0.306,0.0,0.005,0.377
2010-2019,0.311,0.295,0.0,0.003,0.391
2020-2029,0.328,0.246,0.0,0.0,0.426
Total,0.263,0.273,0.007,0.19,0.267
